entity1,entity2,measure_agm,measure_aml,measure_dome,measure_fcamap,measure_logmap,measure_logmapbio,measure_logmaplt,measure_pomap++,measure_wiktionary
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Conducting_system_of_interatrial_septum,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Intra-Atrial_Conduction_Delay,1.0,,,,,,,,
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Arteriole,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Arteriosclerosis,1.0,,,,,,,,
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Beta_adrenergic_receptor,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Transforming_Growth_Factor_Beta_Receptor-III,1.0,,,,,,,,
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Anteromedial_basal_bronchus,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#CD80_wt_Allele,1.0,,,,,,,,
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Set_of_common_membranous_limb_of_semicircular_ducts,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Juncus_effusus,1.0,,,,,,,,
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Cavity_of_alveolar_sac,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Alveolar_Sac,1.0,,,,,,,,
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Alveolar_sac,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Berry_Aneurysm,1.0,,,,,,,,
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Oocyte,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Oocyte,1.0,,,1.0,,,1.0,,1.0
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Great_saphenous_vein,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Saphenous_Vein,1.0,,,,,,,,
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Epithelium_of_lactiferous_sinus,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Luminal_Epithelial_Cell_of_Primary_Duct_of_Right_Coagulating_Gland,1.0,,,,,,,,
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Left_piriform_fossa,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Pyriform_Fossa_Carcinoma,1.0,,,,,,,,
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Inferior_temporal_gyrus__posterior_division__T3p_,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#TTI-237,1.0,,,,,,,,
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Epithelial_cell_of_uterus,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Tegafur,1.0,,,,,,,,
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Region_of_lung_parenchyma,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Lung_Tissue,1.0,,,,,,,,
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Integument,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Rat_Integument_System_Part,1.0,,,,,,,,
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Tectal_plate,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Urethral_Meatus_Stenosis,1.0,,,,,,,,
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Mesangial_cell,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Neoplastic_Glomerulosa_Cell,1.0,,,,,,,,
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Posterior_sacral_foramina,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Left_Posterior_Fascicular_Block,1.0,,,,,,,,
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Collecting_duct_of_renal_tubule,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Kidney_Cortex_Renal_Tubule_MMHCC,1.0,,,,,,,,
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Set_of_afferent_nerve_fibers,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Efferent_Neuron,1.0,,,,,,,,
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Peduncle_of_midbrain,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Cerebral_Peduncle,1.0,0.95,1.0,1.0,0.73,0.73,1.0,,
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Right_glenoid_fossa,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Stage_IVB_Oral_Cavity_Adenoid_Cystic_Carcinoma,1.0,,,,,,,,
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Venous_sinus_of_red_pulp_of_spleen,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Splenic_Sinus,1.0,0.95,1.0,1.0,0.75,0.75,1.0,,
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Set_of_peduncular_veins,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Low_Grade_Pedunculated_Tubulovillous_Dysplasia_of_the_Mouse_Intestinal_Tract,1.0,,,,,,,,
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Orifice_of_anatomical_junction,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Atrioventricular_Dissociation,1.0,,,,,,,,
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Bone_marrow_stem_cell,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Mouse_Bone_Marrow_Blood-Forming_Cells,1.0,,,,,,,,
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#T_helper_cell_type_2,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#TCF2_wt_Allele,1.0,,,,,,,,
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Neural_network_of_systemic_venous_system,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#International_Network_of_Food_Data_Systems,1.0,,,,,,,,
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Gingiva,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Concept_Unique_Identifier,1.0,,,,,,,,
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Set_of_nuclei_of_perizonal_fields_of_subthalamus,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Peritoneal_Disorder,1.0,,,,,,,,
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Ventricular_branch_of_right_coronary_artery,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Intraventricular_Brain_Neoplasm,1.0,,,,,,,,
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Mucosal_gland_of_gut,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Mucosal_Immunity,1.0,,,,,,,,
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Fusiform_cell,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Fusiform_Cell,1.0,0.9801,1.0,1.0,0.5,0.5,1.0,,1.0
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Intratendinous_olecranon_bursa,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Intratendinous_Route_of_Drug_Administration,1.0,,,,,,,,
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Stroma_of_left_iris,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Moloney_Sarcoma_Virus,1.0,,,,,,,,
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Anterior_cerebellar_incisure,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Tentorium_Cerebelli,1.0,,,,,,,,
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Type_Mo_enteroendocrine_cell,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Maxwell,1.0,,,,,,,,
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Umbo_of_tympanic_membrane,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Tympanic_Membrane,1.0,,,,,,,,
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Nuclear_nucleosome,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Nucleosome_Core_Particle,1.0,,,,,,,,
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Venule,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Postcapillary_Venule,1.0,,,,,,,,
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Central_part_of_oculomotor_nerve,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Cranial_Nerve_III_Intra-Operative_Injury_Adverse_Event,1.0,,,,,,,,
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Epimysium_of_semispinalis_capitis,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Semispinalis_Capitis,1.0,,,,,,,,
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Ansa_of_diencephalon,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Santa_Ana,1.0,,,,,,,,
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Periductal_stroma_of_prostatic_gland,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Prostatic_Stroma,1.0,,,,,,,,
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Vermiform_granule,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Birbeck_Granule,1.0,0.9306,1.0,1.0,0.74,0.74,1.0,,
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Medial_surface_of_ramus_of_mandible,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Low_Audible_Alarm_Medical_Device_Problem,1.0,,,,,,,,
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Female_urinary_system,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Rat_Female_Reproductive_System_Part,1.0,,,,,,,,
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Cylindrical,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Non-Keratinizing_Sinonasal_Squamous_Cell_Carcinoma,1.0,,,,,,,,
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Sylvian_point,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Joint_Pain_Adverse_Event,1.0,,,,,,,,
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Lipid_bilayer_of_wall_of_lysosome,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Lipid,1.0,,,,,,,,
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Cholecystokinin,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#CCKBR_wt_Allele,1.0,,,,,,,,
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Band_3_protein,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#MADD_Protein,1.0,,,,,,,,
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Aspartic_acid,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Cilengitide,1.0,,,,,,,,
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Membrana_granulosa_of_ovarian_follicle,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Juvenile_Type_Ovarian_Granulosa_Cell_Tumor,1.0,,,,,,,,
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Abdominal_cavity,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Abdominal_Cavity,1.0,0.9801,1.0,1.0,0.74,0.74,1.0,,1.0
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Trans_Golgi_network,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Mouse_Strains,1.0,,,,,,,,
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Gallbladder,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Mouse_Lateral_Wall_of_Bladder,1.0,,,,,,,,
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Inner_plexiform_layer_of_retina,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Plexiform_Vasculature_Present,1.0,,,,,,,,
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Inferior_border_of_heart,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Acute_Myocardial_Infarction_Pathway,1.0,,,,,,,,
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Plexiform_layer_of_right_cerebral_cortex,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Molecular_Layer,1.0,,,,,,,,
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Tail_of_left_epididymis,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Tail_of_the_Epididymis,1.0,,,,,,,,
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Thrombocytopoietic_cell,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#THPO_wt_Allele,1.0,,,,,,,,
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Anterior_ramus_of_superior_lingular_bronchus,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Tyrphostin_B44,1.0,,,,,,,,
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Brodmann_area_9,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#APOBEC-3G_Protein,1.0,,,,,,,,
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Galactose,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#LGALS3BP_wt_Allele,1.0,,,,,,,,
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Set_of_neural_tree_organs,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Stress_Response_Signaling,1.0,,,,,,,,
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Anatomical_point_of_skull,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Post_Device_Component,1.0,,,,,,,,
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Grayson_s_ligament,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Payson_Apache,1.0,,,,,,,,
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Reticular_formation_of_spinal_cord,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Malignant_Reticulosis_of_the_Rat_Spinal_Cord,1.0,,,,,,,,
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Bulbo_urethral_gland,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Powder_Aerosol_Dosage_Form,1.0,,,,,,,,
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Median_root_of_median_nerve,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Median_Nerve,1.0,,,,,,,,
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Basket_cell_of_cerebral_cortex,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Petit_Basset_Griffon_Vendeen,1.0,,,,,,,,
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Left_hyo_epiglottic_ligament,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#KYF_Hok_Mouse,1.0,,,,,,,,
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Subarcuate_fossa,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Subacute_Glomerulonephritis,1.0,,,,,,,,
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Subdivision_of_substantia_nigra,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Substantia_Nigra,1.0,,,,,,,,
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Sternal_end_of_clavicle,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Clavicle_Fracture,1.0,,,,,,,,
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Set_of_inferior_rectal_veins,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Inferior_Rectal_Artery,1.0,,,,,,,,
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Accessory_cephalic_vein,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Median_Cephalic_Vein,1.0,,,,,,,,
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Cylindrical_joint,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Cylinder,1.0,,,,,,,,
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Lingual_cusp_of_right_upper_first_premolar_tooth,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Altretamine_Cisplatin_Cyclophosphamide_Doxorubicin,1.0,,,,,,,,
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Right_iliocostalis_cervicis,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Outcomes_and_Health_Services_Research,1.0,,,,,,,,
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Right_vortex_of_heart,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Vortex_Mixer,1.0,,,,,,,,
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Gastrophrenic_ligament,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Gastrophrenic_Ligament,1.0,0.9801,1.0,1.0,0.73,0.73,1.0,,1.0
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Epithelial_cell_of_urethra,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Urethra,1.0,,,,,,,,
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Mitochondrial_crista,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Mitochondrial_Crista,1.0,0.9801,1.0,1.0,0.81,0.81,1.0,,1.0
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Compound_acinar_gland,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Vitamin_E,1.0,,,,,,,,
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Condensed_nuclear_chromosome,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Proanthocyanidin,1.0,,,,,,,,
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Adrenal_medulllary_cell,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Adrenal_Medullary_Hyperplasia,1.0,,,,,,,,
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Corneal_endothelium,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Corneal_Endothelium,1.0,0.9801,1.0,1.0,0.73,0.73,1.0,,1.0
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Glans_part_of_dorsal_artery_of_clitoris,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Rat_Clitoral_Gland,1.0,,,,,,,,
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Myocardial_zone_2,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Liver_Acinus_Zone_2,1.0,,,,,,,,
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Nerve_to_thyrohyoid,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Device_Unsafe_to_Use_in_Environment,1.0,,,,,,,,
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Lateral_margin_of_kidney,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#RTN1_Gene,1.0,,,,,,,,
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Has_constitutional_part_relation,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Constitutional_Finding,1.0,,,,,,,,
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Hair_of_left_buttock,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Buttock_Pain_Adverse_Event,1.0,,,,,,,,
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Skin_of_lower_quadrant_of_breast,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Lower-outer_Quadrant_of_the_Breast,1.0,,,,,,,,
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Peripheral_blood_mononuclear_cell,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Mouse_Monocytes,1.0,,,,,,,,
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Anterior_ramus_of_anterior_segmental_artery,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#t_7_14_q35_q32_1,1.0,,,,,,,,
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Lumen_of_adrenal_cortical_sinusoid,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Cortisol_Producing_Adrenal_Cortex_Adenoma,1.0,,,,,,,,
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Molecular_layer_of_cerebellar_cortex,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Molecular_Layer_of_the_Cerebellum,1.0,0.95,,,,,,,
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Set_of_joints_of_C6_C7_vertebrae,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C7_Vertebra,1.0,,,,,,,,
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Intraepidermal_part_of_duct_of_eccrine_sweat_gland,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Eccrine_Porocarcinoma,1.0,,,,,,,,
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Distal_half_of_duodenum,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Visual_Halo,1.0,,,,,,,,
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Set_of_rotator_cuff_muscles,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Rotator_Cuff,1.0,,,,,,,,
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Pars_distalis_of_adenohypophysis,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Cystitis_Glandularis,1.0,,,,,,,,
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Neural_layer_of_retina,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Anorexia_Nervosa,1.0,,,,,,,,
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Brodmann_area_19,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Spirogermanium,1.0,,,,,,,,
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Lumen_of_principal_gland,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Grant_Principal_Investigator,1.0,,,,,,,,
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Costal_surface_of_scapula,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Tyr_C-ch_Chinchilla_X_Coat_Color_Stocks_English_Fanciers,1.0,,,,,,,,
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Hepatic_vein,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Childhood_Hepatocellular_Carcinoma,1.0,,,,,,,,
